Location	Zip Code	Year 1	Year 2	Year 3	Year 4	Year 5
Location-2438	59678	39.3	24.4	1.2	6.2	25.5
Location-2439	14285	38.6	47.4	4.4	39.6	34.6
Location-244	21032	15.1	48.8	42.4	11.9	17.5
Location-2440	66867	14.7	39.1	39.3	19.7	19.8
Location-2441	68634	13.0	7.4	5.4	43.0	4.4
Location-2442	81715	32.4	47.0	32.4	24.2	32.1
Location-2443	28723	25.4	13.3	36.9	27.6	35.4
Location-2444	41289	3.7	7.3	27.0	35.1	45.4
Location-2445	59718	47.7	3.2	35.0	4.1	10.6
Location-2446	94151	21.3	12.3	1.2	5.3	49.5
Location-2448	88104	31.5	12.3	37.4	34.8	42.7
Location-2449	73693	47.9	25.5	41.1	5.6	46.1
Location-245	79691	33.6	24.8	14.1	16.4	45.0
Location-2450	68281	24.6	43.1	8.0	27.9	13.2
Location-2451	50897	27.9	24.8	26.8	44.4	22.2
Location-2452	29129	46.0	32.1	2.4	13.6	8.3
Location-2453	87933	18.7	13.2	4.9	36.2	3.4
Location-2454	74900	34.4	37.4	2.3	22.0	28.2
Location-2456	55962	5.9	14.0	41.1	31.9	44.9
Location-2457	71090	32.0	15.8	11.8	43.0	45.9
Location-2458	22027	42.1	14.0	16.5	28.5	34.4
Location-2459	98721	45.2	20.2	42.7	21.9	32.7
Location-246	41960	31.9	19.1	13.0	3.8	48.2
Location-2460	50148	42.6	15.3	19.5	12.6	36.6
Location-2461	78924	42.5	33.7	8.1	29.6	8.5
Location-2462	76184	9.7	1.8	19.3	7.8	19.5
Location-2463	54211	37.4	9.6	48.8	41.9	2.5
Location-2464	68208	48.7	42.6	44.9	32.6	32.7
Location-2465	52188	43.4	8.8	47.1	13.9	49.1
Location-2466	29307	14.6	14.1	8.3	45.5	10.0
Location-2467	99702	20.8	35.3	14.9	32.4	26.4
Location-2468	58160	28.6	14.7	40.2	5.6	3.4
Location-2469	50019	2.2	4.1	30.9	13.1	18.0
Location-247	91876	33.2	14.3	8.5	1.6	9.6
Location-2470	40797	46.2	43.0	7.2	8.2	8.5
Location-2471	28731	39.0	3.8	3.4	13.9	6.0
Location-2472	54317	28.8	5.6	33.2	16.6	12.5
Location-2473	98731	26.2	14.6	12.0	24.5	1.3
Location-2474	18324	1.6	30.8	41.3	42.4	10.9
Location-2475	25423	16.6	14.9	2.3	28.7	28.5
Location-2476	71678	44.5	6.5	23.5	2.3	16.7
Location-2477	15033	30.7	39.1	4.7	34.7	37.9
Location-2478	95221	17.5	14.9	15.8	43.4	19.6
Location-2479	83929	19.4	2.1	21.7	30.3	49.3
Location-248	25791	1.4	2.3	30.0	32.4	46.4
Location-2480	52314	18.7	3.4	33.4	43.2	45.8
Location-2481	72151	26.6	34.9	5.7	28.1	11.6
Location-2482	41268	30.5	16.0	26.7	20.0	9.8
Location-2483	63244	48.2	41.0	40.9	15.2	49.9
Location-2484	32986	6.7	37.5	21.7	10.6	40.0
Location-2485	78083	33.5	15.5	47.6	4.1	24.0
Location-2486	90445	13.2	19.4	16.7	8.3	10.5
Location-2487	17286	11.7	13.2	27.0	20.4	28.9
Location-2488	51780	21.3	22.2	48.8	34.1	40.6
Location-2489	69480	32.2	28.1	35.7	24.1	26.5
Location-249	10898	22.9	20.6	36.6	26.8	38.8
Location-2490	66978	19.6	12.2	14.3	5.3	48.9
Location-2491	87448	17.6	2.4	46.0	9.3	6.0
Location-2492	42837	12.0	2.3	23.9	30.3	15.1
Location-2493	30919	24.4	46.7	10.5	38.9	33.7
Location-2494	93084	30.3	1.1	45.9	19.5	43.9
Location-2495	18477	21.4	41.5	24.8	49.2	13.6
Location-2496	58714	25.3	2.1	39.3	45.4	7.5
Location-2497	85235	42.3	17.6	18.6	16.7	36.1
Location-2498	18127	24.3	44.8	44.2	18.9	13.4
Location-2499	18444	44.9	3.5	31.3	42.4	8.9
Location-25	40559	14.0	23.6	4.8	22.1	34.0
Location-250	16675	45.6	2.0	26.7	18.5	12.0
Location-2500	34374	38.7	39.9	5.4	15.1	15.1
Location-2501	75443	23.6	22.9	6.2	37.1	9.4
Location-2502	57062	2.3	15.1	20.6	23.9	34.8
Location-2503	66629	14.2	7.5	5.9	26.9	47.5
Location-2504	33706	42.5	7.4	6.4	22.1	18.9
Location-2505	90096	18.8	16.9	46.1	34.3	2.7
Location-2506	48941	27.1	30.9	26.1	39.7	13.3
Location-2507	96494	3.8	24.3	27.4	34.0	4.3
Location-2508	75540	27.3	35.3	15.4	35.7	22.1
Location-2509	66630	20.7	45.0	8.2	28.7	33.6
Location-251	54136	10.5	12.9	10.4	32.7	34.0
Location-2510	31316	17.8	32.7	43.7	21.1	36.4
Location-2511	93085	30.8	29.6	46.1	25.5	46.0
Location-2512	63568	39.5	41.7	18.9	18.1	49.0
Location-2513	90790	25.6	23.3	6.8	23.4	37.7
Location-2514	65846	27.7	8.0	31.6	49.4	39.3
Location-2515	89348	24.4	28.6	41.5	31.9	47.3
Location-2516	10526	16.6	23.3	8.2	6.5	40.1
Location-2517	92626	16.9	21.7	31.6	24.1	42.0
Location-2518	68360	2.7	11.4	7.9	33.5	18.8
Location-2519	16867	47.8	21.3	12.2	18.9	30.8
Location-252	22410	7.3	44.8	27.6	7.7	43.6
Location-2520	98736	45.0	8.2	36.0	13.2	31.6
Location-2521	19182	16.6	3.3	31.9	27.1	11.0
Location-2522	55496	8.9	21.0	35.9	42.2	17.2
Location-2523	26462	30.7	13.6	18.1	49.2	12.4
Location-2524	54845	26.2	28.3	37.7	18.0	21.8
Location-2525	85733	5.6	28.6	25.0	4.9	34.5
Location-2526	19710	2.7	40.9	46.5	47.8	20.1
Location-2527	10912	17.2	25.5	19.6	45.2	4.9
Location-2528	37451	45.3	23.8	47.2	24.4	29.6
Location-2529	93041	16.2	35.7	25.6	49.1	6.4
Location-253	54755	1.7	23.5	40.6	27.8	11.4
Location-2530	53542	7.3	18.5	35.1	35.3	3.9
Location-2531	52037	1.9	14.0	36.4	16.7	8.4
Location-2532	73340	26.2	15.5	41.7	43.7	11.3
Location-2533	82184	31.4	16.5	48.0	42.4	31.5
Location-2534	69751	34.7	3.4	45.4	2.1	28.7
Location-2535	93577	29.6	10.1	25.1	45.1	44.7
Location-2536	81330	21.5	9.4	27.1	42.4	23.7
Location-2537	74711	13.6	35.9	31.7	41.4	13.7
Location-2538	35190	26.3	37.1	11.1	13.1	20.3
Location-2539	72555	11.7	32.3	40.7	36.0	20.5
Location-254	40489	17.5	49.0	32.8	41.8	41.2
Location-2540	79878	1.2	42.1	36.5	28.8	31.6
Location-2541	73142	16.5	15.5	34.5	21.1	27.2
Location-2542	50876	45.5	10.9	49.3	38.2	5.8
Location-2543	57185	35.2	7.4	29.0	45.2	37.0
Location-2544	31054	29.9	26.8	5.8	24.5	11.2
Location-2545	14830	45.3	40.4	24.8	23.9	13.2
Location-2546	90580	40.0	31.5	8.2	4.6	8.1
Location-2547	62606	23.0	1.2	6.9	13.0	3.1
Location-2548	68684	37.0	9.5	37.5	49.5	3.0
Location-2549	44386	7.2	37.0	42.9	25.2	27.8
Location-255	99354	13.2	26.2	41.1	6.8	7.9
Location-2550	79009	39.3	36.8	4.1	15.3	6.8
Location-2551	16995	39.5	44.3	8.0	12.5	19.2
Location-2552	96939	28.2	6.3	32.4	36.4	19.7
Location-2553	39304	36.4	48.8	22.8	48.7	27.9
Location-2554	24664	47.2	21.0	25.7	14.4	44.8
Location-2555	95728	26.4	12.6	33.1	38.7	46.2
Location-2556	43335	1.6	5.3	24.8	23.0	14.7
Location-2557	40684	39.1	14.2	38.8	17.4	24.1
Location-2558	19691	1.1	39.6	26.3	47.9	44.8
Location-2559	55220	45.8	23.5	40.8	20.6	16.9
Location-256	43026	2.6	20.9	21.1	1.8	24.8
Location-2560	98204	1.5	2.9	22.7	16.3	40.8
Location-2561	36516	28.6	13.8	40.1	13.7	24.1
Location-2562	59062	30.0	3.1	39.4	33.0	46.9
Location-2563	59577	14.2	46.4	25.2	17.7	27.3
Location-2564	83847	16.8	31.3	4.0	49.8	44.0
Location-2565	10100	4.2	7.3	3.3	17.3	5.9
Location-2566	56788	48.8	5.6	35.1	18.5	40.1
Location-2567	39356	32.7	47.0	36.0	27.5	47.9
Location-2568	12463	11.3	30.6	28.1	47.4	38.0
Location-2569	69454	28.6	39.0	4.3	20.0	40.3
Location-257	86761	10.8	36.4	43.3	18.1	1.1
Location-2570	13235	19.8	19.6	23.1	1.2	12.0
Location-2571	50304	1.3	31.8	7.6	30.8	27.1
Location-2572	89472	5.6	27.5	48.5	11.6	30.5
Location-2574	71876	5.6	49.5	11.2	20.8	49.9
Location-2575	90923	5.3	23.8	46.0	11.3	3.4
Location-2576	14141	36.6	31.5	12.3	39.4	43.8
Location-2577	78660	9.7	12.1	31.4	18.0	24.8
Location-2578	86952	9.3	29.8	4.1	18.7	7.0
Location-2579	36363	10.8	26.0	32.0	3.6	2.2
Location-258	69780	46.3	14.8	34.1	49.3	14.1
Location-2580	32923	2.2	45.4	28.6	28.2	38.4
Location-2581	66174	49.1	44.3	26.5	20.8	24.8
Location-2582	41122	11.5	21.3	8.4	8.7	42.5
Location-2583	60221	8.4	23.5	13.3	46.7	26.7
Location-2584	14306	41.2	16.7	47.0	45.4	28.0
Location-2585	15000	29.8	49.3	38.5	22.1	14.7
Location-2586	37058	45.6	39.5	22.0	46.5	37.1
Location-2587	29930	27.9	11.6	44.3	2.1	10.0
Location-2588	72604	47.9	12.8	37.8	33.5	6.8
Location-2589	98222	19.9	17.7	47.0	7.7	4.7
Location-259	83705	32.4	36.2	37.8	16.2	19.3
Location-2590	80429	37.1	26.5	26.3	47.9	1.3
Location-2591	60971	16.1	10.3	22.0	47.7	32.2
Location-2592	45324	33.5	27.7	46.9	12.1	7.4
Location-2593	81996	26.2	12.9	12.3	47.7	6.3
Location-2594	52907	40.6	30.1	48.6	38.5	20.6
Location-2595	90313	49.8	32.8	42.4	36.1	28.5
Location-2596	46091	8.2	11.2	33.0	15.1	17.8
Location-2597	98266	13.5	14.3	34.9	41.8	4.0
Location-2598	77276	20.0	44.1	26.1	16.3	37.9
Location-2599	98801	11.9	47.7	44.3	21.3	17.4
Location-26	91677	28.6	10.9	7.9	31.9	15.8
Location-260	98394	36.1	46.4	30.7	9.1	44.4
Location-2600	99708	43.2	19.5	17.2	42.1	19.3
Location-2601	62504	17.6	40.9	7.8	30.6	9.5
Location-2602	99463	19.0	10.4	43.8	2.7	21.5
Location-2604	19774	43.7	5.0	2.4	27.2	26.0
Location-2605	22085	11.6	30.1	39.8	13.5	32.2
Location-2606	43424	27.1	6.3	15.0	22.3	35.8
Location-2607	23245	13.8	8.4	23.5	41.6	10.1
Location-2608	47602	40.8	46.2	31.0	37.9	43.9
Location-2609	70547	31.0	39.2	4.9	47.4	28.1
Location-261	17178	40.2	18.2	33.7	24.6	9.4
Location-2610	13193	48.6	41.8	35.8	5.0	14.4
Location-2611	20404	49.3	35.6	3.1	12.8	48.7
Location-2612	73056	45.5	46.0	24.7	3.6	37.3
Location-2613	17862	29.0	47.7	28.8	8.5	21.7
Location-2614	30164	1.4	34.6	33.6	10.9	31.6
Location-2615	75136	2.7	3.7	26.1	31.6	45.3
Location-2616	23092	43.0	44.7	20.4	37.6	15.7
Location-2617	74931	16.9	47.1	6.0	48.0	9.5
Location-2618	67314	8.9	20.8	28.9	6.8	16.5
Location-2619	98706	8.6	39.1	37.8	11.0	41.1
Location-262	54097	19.3	28.9	40.9	34.9	38.6
Location-2620	60101	3.1	22.9	26.5	7.3	13.7
Location-2621	21646	44.7	49.9	31.9	4.3	27.0
Location-2622	25414	6.0	15.6	24.2	2.9	28.5
Location-2623	64339	26.4	46.0	41.0	20.5	29.8
Location-2625	33880	23.0	5.7	45.4	4.3	35.2
Location-2626	74840	45.1	2.5	23.5	15.9	26.6
Location-2627	78548	30.5	31.9	22.4	48.4	32.5
Location-2628	56341	18.9	19.5	32.3	42.4	45.5
Location-2629	68337	46.6	36.3	45.0	24.2	40.5
Location-263	14643	44.8	3.0	6.4	1.2	40.8
Location-2630	65994	30.8	11.4	22.4	18.1	10.9
Location-2631	57138	5.3	16.5	30.1	12.2	8.3
Location-2632	46491	8.1	13.0	11.5	24.6	37.6
Location-2633	89311	19.3	19.7	36.4	32.7	30.8
Location-2634	94084	46.7	2.5	3.7	13.1	42.8
Location-2635	26440	46.6	31.7	32.0	13.2	29.0
Location-2636	17767	41.8	8.7	26.6	27.8	37.0
Location-2637	67803	43.4	13.8	12.1	47.0	43.2
Location-2638	64545	44.2	30.6	36.4	42.5	21.6
Location-2639	19708	30.5	7.9	33.5	25.8	11.7
Location-264	28861	10.4	28.5	23.4	11.4	47.2
Location-2640	57666	36.2	49.1	49.2	6.2	31.4
Location-2642	63068	18.7	47.7	33.9	47.9	44.3
Location-2643	23615	15.4	3.1	18.0	45.8	42.5
Location-2644	46693	1.6	44.3	37.5	41.3	3.0
Location-2645	24220	48.0	32.2	17.4	49.1	45.7
Location-2646	22175	18.0	22.2	45.4	35.6	9.4
Location-2647	53544	22.7	23.0	31.2	3.1	23.3
Location-2648	93927	15.9	28.3	46.8	20.5	10.0
Location-2649	96184	31.3	6.6	4.6	12.6	36.3
Location-265	26712	19.8	43.2	38.5	7.1	36.9
Location-2650	59938	17.6	18.4	40.8	45.1	32.1
Location-2652	74332	36.9	35.8	47.1	35.7	3.0
Location-2653	11487	23.2	36.8	23.2	32.4	4.1
Location-2654	77938	13.5	8.8	36.8	48.3	44.6
Location-2655	60363	15.3	21.7	5.4	32.0	36.0
Location-2656	10433	28.5	40.8	32.6	31.9	30.6
Location-2657	81609	21.2	35.5	18.1	49.7	29.5
Location-2658	12695	49.1	37.7	26.8	11.8	29.5
Location-2659	46524	32.5	12.4	33.3	2.4	14.2
Location-266	65138	49.4	13.5	35.4	5.6	13.8
Location-2660	77242	5.6	34.8	3.9	8.5	17.7
Location-2661	35852	39.4	42.5	36.4	35.1	2.3
Location-2662	17460	25.2	9.3	20.4	9.5	16.5
Location-2663	79477	6.3	17.5	32.4	20.2	39.3
Location-2664	89738	15.8	6.3	8.8	46.1	15.3
Location-2665	50847	28.1	9.1	32.6	10.1	15.5
Location-2666	51838	45.1	22.1	15.6	35.1	3.8
Location-2667	38500	33.8	7.4	49.1	23.1	3.7
Location-2668	30307	36.9	45.3	15.4	16.4	17.0
Location-2669	49363	5.7	30.1	28.7	18.4	8.5
Location-267	39073	38.0	46.6	14.0	28.5	34.4
Location-2670	28771	29.8	14.7	43.2	36.4	4.0
Location-2671	49136	40.3	28.7	17.3	6.4	40.4
Location-2672	32679	25.6	3.7	49.2	25.8	33.0
Location-2673	62640	6.2	18.4	20.3	41.2	28.5
Location-2674	26942	30.9	21.5	16.3	16.2	12.7
Location-2675	25543	46.2	37.5	16.4	17.8	31.9
Location-2676	38413	45.3	30.9	37.6	35.6	10.7
Location-2677	27057	28.3	20.3	17.1	40.4	42.5
Location-2678	99216	42.0	31.8	33.7	42.1	29.0
Location-2679	69054	1.8	35.6	26.7	40.4	40.6
Location-268	29928	39.7	40.8	36.5	47.8	43.1
Location-2680	61734	11.5	17.9	22.1	33.3	28.3
Location-2681	32201	9.2	26.8	36.4	3.9	9.3
Location-2682	56296	8.5	24.8	7.5	31.2	23.4
Location-2683	34930	2.2	36.6	33.8	34.6	25.0
Location-2684	46815	20.3	23.5	14.5	12.2	25.0
Location-2685	37104	38.1	5.2	36.9	40.8	25.6
Location-2686	23204	43.1	33.9	40.9	37.4	36.7
Location-2687	39431	45.2	8.6	21.6	19.1	23.4
Location-2688	63438	35.4	12.9	1.6	9.4	49.9
Location-2689	86349	14.0	43.9	41.7	37.4	17.1
Location-269	17167	15.4	27.3	24.0	20.0	8.6
Location-2690	66727	12.3	19.8	19.7	36.4	41.5
Location-2691	34927	44.2	26.4	7.8	48.2	15.8
Location-2692	72392	41.3	46.0	42.2	47.1	13.5
Location-2693	57896	41.3	8.8	21.6	9.2	8.4
Location-2694	78368	38.8	3.9	22.0	18.3	34.2
Location-2695	38344	18.2	40.0	23.8	3.6	9.3
Location-2697	41006	40.7	36.4	28.9	49.9	14.8
Location-2698	24715	26.7	10.9	4.9	5.8	13.8
Location-2699	11176	44.6	30.5	13.8	9.2	9.4
Location-27	23569	23.7	46.2	6.7	40.6	9.0
Location-270	75120	16.6	16.7	35.7	47.3	45.4
Location-2700	22164	12.0	23.5	24.1	8.0	30.7
Location-2701	97995	21.9	21.5	16.3	23.1	38.5
Location-2702	67102	49.2	34.5	22.9	1.2	10.6
Location-2703	29884	5.5	14.4	30.9	15.8	25.5
Location-2704	47435	9.4	22.4	20.2	46.5	6.3
Location-2705	43750	43.0	17.0	32.4	2.7	8.8
Location-2707	33549	49.7	18.0	10.2	9.3	34.0
Location-2708	72102	12.9	40.8	16.5	41.0	17.0
Location-2709	52485	7.6	18.4	19.4	49.8	16.0
Location-271	81735	23.7	20.0	32.3	39.4	13.6
Location-2710	54999	8.4	41.0	24.5	47.4	29.7
Location-2711	72670	37.8	5.9	49.1	7.0	8.2
Location-2712	45249	43.3	13.7	37.6	34.3	7.6
Location-2713	31886	23.1	18.1	45.5	45.8	12.2
Location-2714	29334	20.4	49.3	33.6	5.0	12.8
Location-2715	40872	29.8	10.2	35.4	43.8	37.5
Location-2716	82416	1.9	4.5	34.8	31.4	49.6
Location-2717	44440	4.2	8.8	34.2	25.7	30.1
Location-2718	39258	14.7	22.0	6.5	20.4	46.4
Location-2719	55304	20.8	38.3	11.5	44.1	17.0
Location-272	87949	18.7	26.5	17.3	3.7	11.4
Location-2720	77104	7.0	30.4	23.3	48.4	37.8
Location-2721	65087	46.4	8.2	28.4	9.5	36.7
Location-2722	26704	35.2	32.2	29.7	12.2	23.1
Location-2723	60542	23.1	21.5	3.7	10.3	34.7
Location-2724	65258	10.4	49.8	2.8	49.4	10.8
Location-2725	90497	34.0	25.7	19.3	4.5	33.5
Location-2726	84359	7.8	10.2	39.0	45.2	19.4
Location-2727	56777	29.4	28.2	42.8	49.5	11.2
Location-2728	13735	34.1	19.4	32.9	47.7	35.6
Location-2729	52253	3.8	46.7	31.9	21.8	24.9
Location-273	14913	30.3	39.0	2.9	41.3	20.0
Location-2730	49681	22.6	29.2	36.1	1.4	24.9
Location-2731	33794	36.8	45.3	8.8	19.7	8.0
Location-2732	38770	30.1	27.5	27.4	36.9	7.1
Location-2733	85378	6.3	41.5	31.5	46.6	19.4
Location-2734	81572	1.6	18.4	16.6	29.1	15.9
Location-2735	11472	34.1	13.9	35.8	15.8	18.5
Location-2736	17709	15.6	48.8	41.2	13.0	4.5
Location-2737	90595	43.6	24.2	28.8	6.8	23.2
Location-2738	49555	28.3	49.9	4.7	31.6	1.2
Location-2739	73277	49.2	27.3	39.1	14.8	28.9
Location-274	53540	26.2	42.5	6.1	18.0	18.8
Location-2741	29595	31.3	5.5	41.4	40.5	34.0
Location-2742	84340	48.9	33.1	11.2	22.1	1.0
Location-2743	28611	13.2	35.4	21.7	14.1	23.5
Location-2745	67113	43.7	38.8	44.6	12.3	43.2
Location-2746	53813	13.4	42.3	36.8	22.7	24.6
Location-2747	82977	38.6	28.0	42.7	9.9	13.4
Location-2748	71810	38.2	4.0	41.2	22.6	45.4
Location-2749	23747	4.0	42.1	45.0	22.4	44.1
Location-275	38317	48.6	38.4	36.7	39.6	32.1
Location-2750	28346	6.4	38.9	2.7	49.8	28.2
Location-2751	57347	10.2	2.6	35.6	2.3	20.8
Location-2753	85592	10.8	28.5	20.1	19.4	35.1
Location-2754	34908	38.1	46.5	10.7	10.4	3.4
Location-2755	18128	30.1	34.1	7.7	36.1	45.5
Location-2756	29369	21.5	31.3	22.3	33.9	8.2
Location-2757	23059	18.3	26.0	19.1	46.6	30.3
Location-2759	60330	3.0	7.3	31.8	44.1	28.7
Location-276	34738	1.8	36.9	11.4	36.6	29.3
Location-2760	98401	8.2	12.1	27.4	15.4	25.6
Location-2761	33921	32.0	38.0	9.2	39.7	8.9
Location-2762	60967	41.6	15.9	13.8	6.9	23.1
Location-2763	24445	29.6	38.3	39.4	32.1	38.1
Location-2764	96207	18.6	36.6	47.5	48.4	18.5
Location-2765	91947	40.9	4.7	31.8	42.3	44.9
Location-2766	47525	4.1	16.3	38.1	31.8	13.4
Location-2767	25036	45.9	18.9	21.9	20.5	17.6
Location-2768	90718	8.6	26.0	28.4	20.8	38.6
Location-2769	16674	11.2	18.2	42.7	28.1	32.8
Location-277	96995	42.3	35.6	17.1	7.6	44.8
Location-2770	89340	43.7	8.2	45.7	42.0	23.3
Location-2771	75176	45.9	46.7	44.1	22.9	14.4
Location-2772	47584	7.8	48.6	43.5	21.6	34.2
Location-2773	54521	7.8	9.1	28.3	18.0	20.5
Location-2774	10797	35.6	6.9	4.7	25.2	42.7
Location-2775	32252	44.6	29.7	39.4	45.9	47.1
Location-2776	29923	38.8	40.0	15.3	18.4	16.5
Location-2777	55837	34.8	8.4	33.0	10.7	15.0
Location-2778	38855	35.0	7.5	42.5	5.2	46.4
Location-2779	72291	36.3	10.0	20.5	5.1	28.7
Location-278	96314	5.1	38.7	49.4	5.7	32.7
Location-2780	35654	20.2	26.2	37.2	41.2	4.8
Location-2781	30545	49.5	29.0	45.1	29.5	29.9
Location-2782	94590	15.4	20.7	12.7	42.3	3.6
Location-2783	26755	41.6	28.2	29.9	24.3	25.6
Location-2785	60193	22.1	48.0	28.3	1.7	32.8
Location-2786	76928	49.4	15.8	13.9	9.4	30.4
Location-2787	30241	44.0	41.4	42.6	33.5	27.8
Location-2789	77851	42.8	44.8	40.8	17.1	14.2
Location-279	56564	4.4	22.4	6.3	6.9	9.1
Location-2790	34034	4.6	29.0	15.8	3.0	7.3
Location-2791	23831	40.0	12.0	28.1	18.7	23.2
Location-2792	67975	7.5	4.3	33.7	37.4	9.6
Location-2793	47115	36.4	2.8	7.5	12.9	42.8
Location-2794	61402	15.9	8.5	10.1	3.4	20.5
Location-2795	98562	28.1	16.0	32.9	42.3	14.0
Location-2796	36156	20.4	32.7	21.0	21.2	27.5
Location-2797	84441	36.7	21.1	48.3	16.6	4.3
Location-2798	54887	10.5	3.5	29.9	29.9	21.4
Location-2799	83656	41.5	30.6	23.2	45.2	32.1
Location-28	70097	22.8	29.8	31.1	7.0	43.6
Location-280	64207	40.6	23.2	46.8	6.3	9.5
Location-2800	80620	45.1	15.7	47.8	8.0	33.0
Location-2801	16226	4.9	19.3	6.1	42.9	19.3
Location-2802	36376	11.4	21.7	18.0	28.4	44.9
Location-2803	32642	34.8	28.8	20.3	10.6	14.1
Location-2804	98957	37.7	23.9	34.3	30.0	2.9
Location-2805	41176	37.6	20.1	49.4	32.4	37.0
Location-2806	81350	37.8	33.5	14.1	34.3	9.1
Location-2807	35706	32.6	35.5	34.8	8.9	35.7
Location-2808	43502	11.2	17.9	35.5	25.7	45.4
Location-2809	67539	49.2	20.4	17.9	1.1	5.0
Location-281	90104	29.9	21.2	34.2	42.9	28.5
Location-2810	46183	8.9	31.0	15.8	20.7	31.2
Location-2811	63922	18.5	39.7	35.8	13.4	44.5
Location-2812	84847	20.8	20.1	17.0	20.8	31.5
Location-2813	17247	14.4	6.9	25.8	17.5	48.0
Location-2814	61818	38.0	42.1	28.6	4.2	29.9
Location-2815	10899	39.2	42.6	43.8	6.8	8.7
Location-2816	16216	31.1	49.7	28.9	26.5	29.1
Location-2817	76557	4.2	38.1	40.9	8.0	46.0
Location-2818	83670	1.4	24.2	7.9	48.2	45.6
Location-2819	86299	42.0	19.9	33.1	41.3	39.6
Location-282	39173	13.2	2.5	4.4	31.7	45.3
Location-2820	94149	2.8	23.1	19.5	12.7	5.4
Location-2821	30608	16.1	48.8	45.9	27.8	10.6
Location-2822	64757	15.4	48.4	47.0	1.4	45.7
Location-2823	19057	11.0	16.3	8.3	35.2	46.7
Location-2824	94484	48.7	22.5	31.6	9.8	45.6
Location-2825	99666	47.0	18.9	13.9	22.7	34.4
Location-2826	74808	4.2	17.4	40.1	27.3	41.8
Location-2827	57612	8.6	1.6	23.1	15.6	23.0
Location-2828	55645	6.0	10.0	8.5	22.9	15.1
Location-2829	46470	10.4	6.5	32.8	49.9	13.8
Location-283	46330	16.9	20.5	26.2	13.4	6.5
Location-2830	18773	48.0	39.7	35.2	47.4	29.1
Location-2831	75767	37.1	15.2	48.2	33.4	26.0
Location-2832	21545	48.7	42.2	32.6	21.5	37.8
Location-2833	58596	14.6	6.3	27.1	48.0	13.2
Location-2834	75135	36.6	12.2	34.6	21.8	21.4
Location-2835	18954	40.3	22.6	19.8	18.4	14.7
Location-2836	47139	43.1	17.5	36.2	9.2	10.5
Location-2837	91973	25.6	44.8	49.6	10.3	29.5
Location-2838	84944	36.4	30.2	6.8	49.3	19.7
Location-2839	39118	16.3	9.0	46.3	34.8	10.1
Location-284	99309	25.1	3.1	38.3	25.3	38.9
Location-2840	70981	8.6	10.1	37.2	33.7	37.8
Location-2841	12105	34.9	28.1	28.8	25.9	21.9
Location-2842	58797	10.2	12.6	28.7	45.7	20.6
Location-2843	91919	2.0	33.7	7.2	49.6	4.9
Location-2844	11516	21.0	4.9	6.0	24.7	29.9
Location-2845	73626	3.9	9.1	18.7	36.2	31.6
Location-2846	78390	21.7	2.0	26.6	37.8	2.3
Location-2847	63006	2.5	13.9	30.0	21.9	16.8
Location-2848	11923	36.3	48.4	39.1	39.5	45.7
Location-2849	68955	1.6	36.4	21.8	31.8	39.4
Location-285	99021	42.6	30.4	42.1	23.1	41.9
Location-2850	39311	32.5	34.4	48.0	3.2	45.1
Location-2851	68459	11.1	29.8	6.6	18.6	48.9
Location-2852	25995	33.7	11.3	4.8	24.4	48.0
Location-2853	99289	43.0	6.7	11.7	23.7	46.3
Location-2854	15074	30.6	12.5	45.0	16.0	13.9
Location-2855	18576	16.9	31.3	11.5	31.8	27.9
Location-2856	34238	19.8	2.6	35.2	41.5	40.0
Location-2857	21784	29.7	42.5	34.6	4.8	1.3
Location-2858	30969	36.2	45.6	44.6	45.2	36.1
Location-2859	42059	46.6	43.1	35.5	39.6	15.7
Location-286	42998	36.1	3.9	32.3	20.4	28.3
Location-2860	57912	16.7	19.1	25.2	4.3	42.8
Location-2861	57507	28.8	28.8	12.9	9.1	13.1
Location-2862	43015	39.7	44.2	36.8	38.6	27.9
Location-2863	72954	24.2	23.1	18.3	34.2	12.3
Location-2864	10164	21.0	22.1	33.7	38.8	41.5
Location-2865	74789	19.3	24.5	48.2	46.2	48.3
Location-2866	16133	40.8	15.0	36.8	45.7	47.3
Location-2867	68998	14.0	13.1	12.0	11.3	42.4
Location-2869	28051	29.2	2.3	16.3	24.4	13.8
Location-287	16477	9.5	48.5	42.5	19.8	49.7
Location-2870	77065	43.2	41.5	27.9	7.9	13.8
Location-2871	70577	42.1	13.0	9.5	38.8	7.7
Location-2872	87692	16.1	46.2	19.5	3.5	22.3
Location-2873	46323	21.8	35.6	6.1	13.2	7.9
Location-2874	54057	15.6	40.0	49.2	37.0	4.9
Location-2875	80813	11.8	3.2	6.7	49.9	1.3
Location-2876	74494	33.2	16.9	39.1	16.6	36.2
Location-2877	92569	42.7	2.4	22.1	19.0	48.6
Location-2878	39061	40.5	4.5	46.6	28.2	4.3
Location-2879	57649	45.9	7.0	38.9	45.0	3.9
Location-288	24835	36.1	9.5	49.7	5.1	27.5
Location-2880	80945	11.3	2.1	33.8	13.3	38.2
Location-2881	40917	27.2	18.4	19.9	20.7	24.5
Location-2882	16942	6.5	6.6	19.0	9.1	7.4
Location-2883	97913	38.5	30.7	17.0	40.6	33.3
Location-2884	96878	43.5	44.6	15.5	22.0	14.5
Location-2885	63893	16.3	28.8	37.0	20.8	35.8
Location-2886	26357	1.8	45.7	47.1	43.9	49.0
Location-2887	24484	39.4	40.6	12.1	6.1	17.1
